 Race , Age  , Trial     , LettersSent ,YYES,YNO,Y3,Y4,Y5,Test
 W    ,32,1,3,YES,NO,YES,NO,YES,NO
 U    ,41,1,3,NO,NO,YES,YES,YES,YES
 O    ,62,1,3,YES,NO,YES,NO,YES,YES
 W    ,37,1,3,NO,NO,NO,NO,YES,YES
 W    ,33,1,3,NO,NO,NO,NO,YES,YES
 W    ,31,1,3,YES,NO,YES,NO,YES,YES
 W    ,37,1,3,NO,NO,NO,NO,YES,YES
 W    ,44,1,3,YES,NO,YES,NO,YES,YES
 B    ,44,1,3,NO,NO,NO,NO,NO,NO
 B    ,72,1,3,YES,YES,YES,YES,NO,YES
 B    ,52,1,3,YES,NO,YES,NO,YES,NO
 U    ,25,1,3,NO,NO,YES,NO,YES,YES
 B    ,30,1,3,YES,NO,YES,YES,YES,NO
 W    ,51,1,3,YES,NO,YES,NO,NO,NO
 M    ,53,1,3,NO,NO,YES,NO,YES,NO
 B    ,39,1,3,NO,NO,NO,NO,YES,YES
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,YES,YES,YES,NO,YES
 B    ,72,1,3,NO,NO,NO,NO,NO,NO
 W    ,32,1,3,YES,NO,YES,NO,YES,YES
 W    ,40,1,3,NO,NO,YES,NO,YES,YES
 W    ,64,1,3,NO,NO,YES,NO,YES,YES
 W    ,29,1,3,NO,NO,NO,NO,YES,YES
 U    ,57,1,3,NO,NO,YES,YES,YES,YES
 B    ,41,1,3,YES,YES,YES,NO,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 B    ,49,1,3,YES,YES,YES,NO,YES,NO
 W    ,19,1,3,NO,NO,NO,NO,NO,NO
 B    ,30,1,3,NO,NO,YES,NO,YES,YES
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,44,1,3,YES,NO,YES,NO,YES,YES
 B    ,45,1,3,YES,YES,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,64,1,3,NO,NO,NO,NO,YES,YES
 B    ,36,1,3,YES,YES,YES,YES,YES,YES
 B    ,72,1,3,YES,NO,YES,YES,YES,YES
 B    ,45,1,3,NO,YES,NO,YES,YES,NO
 W    ,72,1,3,YES,YES,YES,NO,YES,YES
 B    ,47,1,3,YES,NO,YES,NO,YES,NO
 W    ,72,1,3,NO,NO,YES,YES,YES,YES
 B    ,43,1,3,YES,YES,YES,NO,YES,NO
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,32,1,3,NO,NO,YES,NO,YES,NO
 U    ,64,1,3,NO,NO,YES,NO,YES,YES
 B    ,42,1,3,YES,YES,YES,YES,YES,YES
 B    ,29,1,3,NO,NO,YES,YES,NO,YES
 B    ,40,1,3,YES,YES,YES,NO,YES,NO
 B    ,35,1,3,YES,NO,YES,NO,YES,YES
 B    ,41,1,3,NO,NO,YES,YES,YES,YES
 U    ,24,1,3,NO,NO,NO,NO,YES,NO
 W    ,39,1,3,YES,NO,YES,NO,YES,YES
 W    ,76,1,3,NO,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 U    ,32,1,3,NO,NO,NO,NO,YES,NO
 W    ,53,1,3,YES,NO,YES,NO,YES,YES
 W    ,42,1,3,NO,NO,YES,NO,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 B    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,NO,NO,YES,YES
 B    ,67,1,3,NO,NO,NO,NO,YES,YES
 B    ,54,1,3,YES,YES,YES,YES,NO,NO
 B    ,34,1,3,NO,NO,YES,YES,YES,NO
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 B    ,81,1,3,NO,NO,YES,NO,YES,YES
 B    ,70,1,3,YES,NO,YES,YES,YES,YES
 B    ,36,1,3,NO,NO,NO,NO,NO,NO
 B    ,34,1,3,NO,NO,YES,NO,YES,NO
 B    ,70,1,3,YES,YES,YES,YES,NO,YES
 W    ,50,1,3,NO,YES,YES,NO,YES,YES
 W    ,27,1,3,NO,NO,YES,YES,YES,YES
 W    ,89,1,3,NO,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,NO,YES,YES
 W    ,33,1,3,YES,NO,YES,YES,YES,NO
 B    ,37,1,3,NO,NO,YES,NO,YES,YES
 B    ,82,1,3,YES,NO,YES,NO,NO,NO
 B    ,37,1,3,YES,YES,YES,NO,YES,YES
 B    ,77,1,3,YES,NO,YES,NO,YES,NO
 U    ,55,1,3,YES,NO,YES,NO,YES,NO
 B    ,68,1,3,YES,NO,YES,YES,YES,NO
 O    ,37,1,3,NO,NO,YES,YES,YES,YES
 U    ,35,1,3,YES,NO,YES,YES,YES,NO
 B    ,48,1,3,YES,NO,YES,NO,YES,YES
 W    ,32,1,3,NO,NO,NO,NO,YES,NO
 W    ,56,1,3,YES,NO,YES,NO,YES,NO
 B    ,49,1,3,NO,NO,YES,YES,YES,NO
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,38,1,3,YES,NO,YES,NO,YES,NO
 W    ,37,1,3,YES,NO,YES,NO,YES,YES
 W    ,32,1,3,NO,NO,NO,NO,YES,YES
 U    ,50,1,3,YES,NO,YES,NO,YES,YES
 W    ,41,1,3,YES,YES,YES,NO,YES,YES
 O    ,45,1,3,NO,NO,YES,NO,YES,YES
 B    ,26,1,3,NO,NO,YES,NO,YES,NO
 B    ,54,1,3,YES,NO,YES,NO,YES,YES
 B    ,24,1,3,NO,NO,YES,NO,YES,YES
 B    ,21,1,3,NO,NO,NO,NO,YES,NO
 W    ,44,1,3,YES,NO,YES,YES,YES,YES
 U    ,51,1,3,NO,NO,YES,YES,YES,YES
 B    ,21,1,3,NO,NO,NO,YES,YES,NO
 W    ,52,1,3,YES,NO,YES,NO,YES,YES
 B    ,45,1,3,YES,NO,YES,YES,YES,YES
 B    ,22,1,3,NO,NO,NO,NO,YES,NO
 B    ,30,1,3,NO,NO,YES,YES,NO,YES
 B    ,36,1,3,NO,NO,NO,NO,NO,YES
 U    ,41,1,3,NO,NO,YES,NO,YES,YES
 B    ,26,1,3,NO,YES,YES,NO,NO,YES
 B    ,30,1,3,YES,NO,YES,NO,YES,NO
 B    ,51,1,3,YES,NO,YES,NO,YES,YES
 B    ,31,1,3,YES,YES,YES,NO,NO,NO
 B    ,66,1,3,YES,NO,YES,YES,NO,NO
 B    ,29,1,3,YES,NO,YES,NO,NO,NO
 U    ,74,1,3,YES,NO,YES,NO,YES,YES
 B    ,35,1,3,YES,YES,YES,NO,YES,YES
 U    ,28,1,3,NO,NO,YES,NO,YES,NO
 B    ,37,1,3,YES,NO,YES,YES,YES,NO
 B    ,43,1,3,YES,NO,YES,YES,YES,NO
 B    ,44,1,3,YES,YES,YES,NO,YES,YES
 B    ,24,1,3,NO,NO,YES,NO,NO,YES
 U    ,33,1,3,YES,YES,YES,NO,NO,NO
 U    ,34,1,3,YES,NO,YES,NO,NO,NO
 B    ,20,1,3,NO,NO,NO,NO,YES,YES
 W    ,73,1,3,NO,NO,NO,YES,YES,YES
 W    ,33,1,3,NO,NO,NO,NO,YES,NO
 B    ,44,1,3,NO,NO,YES,NO,NO,NO
 B    ,79,1,3,YES,NO,YES,YES,YES,YES
 B    ,29,1,3,NO,NO,NO,NO,YES,YES
 B    ,31,1,3,YES,NO,YES,NO,YES,NO
 B    ,31,1,3,NO,NO,YES,NO,NO,NO
 B    ,40,1,3,YES,NO,YES,NO,YES,YES
 B    ,58,1,3,YES,NO,YES,YES,YES,YES
 O    ,47,1,3,NO,NO,YES,YES,YES,YES
 B    ,49,1,3,YES,YES,YES,NO,YES,NO
 B    ,40,1,3,YES,YES,YES,YES,YES,YES
 B    ,31,1,3,NO,NO,YES,NO,NO,NO
 B    ,37,1,3,YES,NO,YES,YES,YES,NO
 B    ,93,1,3,NO,NO,NO,NO,NO,NO
 W    ,47,1,3,YES,NO,YES,YES,YES,YES
 W    ,70,1,3,NO,NO,NO,NO,YES,NO
 W    ,93,1,3,YES,NO,YES,YES,YES,NO
 B    ,66,1,3,YES,NO,YES,NO,YES,YES
 W    ,48,1,3,NO,NO,NO,NO,YES,YES
 W    ,43,1,3,NO,NO,NO,NO,YES,NO
 B    ,31,1,3,NO,NO,YES,NO,NO,NO
 B    ,29,1,3,NO,NO,YES,NO,NO,NO
 B    ,59,1,3,NO,NO,YES,NO,NO,NO
 B    ,40,1,3,NO,NO,YES,NO,YES,NO
 B    ,49,1,3,YES,NO,YES,NO,YES,YES
 B    ,74,1,3,YES,NO,NO,NO,YES,YES
 B    ,35,1,3,YES,NO,YES,YES,YES,YES
 B    ,49,1,3,YES,NO,YES,YES,YES,YES
 B    ,32,1,3,YES,NO,YES,NO,YES,NO
 U    ,77,1,3,NO,NO,NO,NO,YES,YES
 B    ,70,1,3,YES,NO,YES,NO,NO,YES
 B    ,46,1,3,YES,YES,YES,NO,YES,YES
 B    ,53,1,3,NO,NO,YES,YES,YES,YES
 W    ,29,1,3,YES,NO,YES,NO,YES,YES
 B    ,76,1,3,NO,NO,YES,YES,YES,YES
 B    ,48,1,3,YES,YES,YES,YES,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 B    ,28,1,3,NO,NO,YES,NO,NO,YES
 U    ,40,1,3,YES,NO,YES,NO,YES,NO
 B    ,45,1,3,NO,NO,NO,NO,NO,YES
 W    ,41,1,3,YES,YES,NO,NO,YES,YES
 B    ,44,1,3,NO,NO,YES,NO,NO,NO
 W    ,69,1,3,YES,NO,YES,NO,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 O    ,41,1,3,NO,NO,YES,NO,YES,NO
 B    ,55,1,3,NO,NO,YES,NO,NO,NO
 B    ,40,1,3,YES,YES,YES,YES,YES,YES
 A    ,61,1,3,YES,NO,NO,NO,NO,NO
 U    ,30,1,3,NO,NO,NO,NO,YES,YES
 W    ,45,1,3,NO,NO,NO,NO,YES,YES
 A    ,45,1,3,NO,NO,NO,NO,YES,NO
 W    ,61,1,3,NO,NO,NO,NO,YES,YES
 M    ,30,1,3,YES,NO,NO,NO,YES,NO
 U    ,27,1,3,NO,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,68,1,3,YES,NO,YES,YES,YES,YES
 B    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,77,1,3,NO,NO,YES,YES,YES,NO
 O    ,60,1,3,YES,NO,YES,YES,YES,YES
 B    ,53,1,3,NO,NO,NO,NO,NO,YES
 W    ,26,1,3,NO,NO,NO,NO,YES,NO
 W    ,34,1,3,NO,NO,YES,NO,YES,NO
 W    ,88,1,3,YES,YES,YES,NO,YES,NO
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,NO,NO,YES,YES
 W    ,65,1,3,YES,NO,YES,YES,NO,YES
 W    ,52,1,3,NO,NO,YES,NO,YES,YES
 W    ,40,1,3,NO,NO,NO,NO,YES,YES
 W    ,90,1,3,NO,NO,NO,NO,NO,NO
 W    ,61,1,3,NO,NO,YES,YES,YES,YES
 O    ,28,1,3,YES,NO,NO,NO,YES,NO
 W    ,38,1,3,YES,NO,YES,YES,YES,YES
 B    ,36,1,3,NO,NO,YES,NO,YES,YES
 W    ,43,1,3,NO,NO,NO,NO,YES,YES
 O    ,61,1,3,YES,NO,YES,NO,YES,NO
 W    ,27,1,3,NO,NO,NO,NO,YES,YES
 W    ,50,1,3,YES,NO,YES,NO,YES,NO
 W    ,36,1,3,NO,NO,NO,YES,YES,YES
 W    ,67,1,3,NO,NO,YES,YES,YES,YES
 B    ,41,1,3,YES,NO,YES,NO,YES,YES
 W    ,68,1,3,NO,NO,YES,NO,YES,NO
 W    ,43,1,3,NO,NO,NO,NO,NO,NO
 U    ,44,1,3,NO,NO,YES,NO,YES,NO
 W    ,28,1,3,NO,NO,YES,NO,YES,YES
 W    ,35,1,3,NO,NO,YES,NO,YES,YES
 W    ,33,1,3,NO,NO,NO,NO,YES,NO
 B    ,41,1,3,NO,NO,YES,NO,YES,NO
 O    ,36,1,3,NO,NO,NO,NO,YES,NO
 W    ,54,1,3,YES,NO,YES,YES,YES,YES
 W    ,30,1,3,YES,NO,YES,NO,YES,YES
 W    ,29,1,3,NO,NO,NO,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,NO,NO,NO
 B    ,31,1,3,NO,NO,YES,NO,NO,NO
 W    ,43,1,3,NO,NO,YES,YES,YES,YES
 W    ,49,1,3,YES,NO,YES,NO,YES,NO
 B    ,38,1,3,YES,NO,YES,NO,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,NO
 U    ,29,1,3,YES,NO,NO,NO,YES,NO
 W    ,71,1,3,YES,NO,NO,NO,NO,NO
 W    ,51,1,3,NO,NO,NO,YES,YES,YES
 B    ,92,1,3,NO,NO,YES,NO,YES,YES
 O    ,39,1,3,YES,NO,YES,NO,YES,YES
 B    ,54,1,3,YES,YES,YES,NO,YES,YES
 W    ,66,1,3,NO,NO,YES,YES,YES,YES
 U    ,48,1,3,YES,NO,YES,NO,YES,NO
 A    ,41,1,3,NO,NO,YES,NO,NO,NO
 W    ,39,1,3,NO,NO,NO,NO,NO,YES
 B    ,42,1,3,NO,YES,YES,NO,YES,YES
 W    ,42,1,3,NO,NO,NO,NO,YES,NO
 B    ,32,1,3,YES,NO,YES,NO,NO,NO
 B    ,46,1,3,YES,NO,YES,YES,NO,YES
 B    ,48,1,3,NO,NO,YES,YES,YES,YES
 W    ,30,1,3,YES,NO,NO,NO,NO,NO
 B    ,71,1,3,NO,NO,YES,YES,YES,YES
 B    ,43,1,3,YES,NO,YES,YES,NO,YES
 B    ,43,1,3,YES,YES,YES,NO,YES,YES
 W    ,40,1,3,YES,NO,YES,NO,YES,YES
 W    ,33,1,3,YES,NO,YES,NO,YES,NO
 W    ,54,1,3,NO,NO,NO,NO,YES,YES
 W    ,40,1,3,NO,NO,YES,YES,YES,YES
 B    ,39,1,3,NO,NO,YES,NO,YES,YES
 W    ,44,1,3,NO,NO,YES,NO,YES,NO
 B    ,23,1,3,NO,NO,YES,YES,YES,YES
 W    ,41,1,3,YES,NO,YES,NO,YES,NO
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 A    ,48,1,3,NO,NO,NO,NO,YES,YES
 A    ,26,1,3,NO,NO,NO,NO,YES,YES
 A    ,34,1,3,NO,NO,NO,NO,YES,NO
 A    ,71,1,3,YES,NO,YES,NO,YES,NO
 W    ,33,1,3,NO,NO,YES,NO,YES,YES
 U    ,54,1,3,NO,NO,NO,NO,YES,YES
 W    ,45,1,3,NO,NO,YES,NO,YES,YES
 I    ,34,1,3,NO,NO,NO,NO,YES,YES
 W    ,45,1,3,NO,NO,YES,NO,YES,NO
 U    ,55,1,3,YES,NO,YES,YES,YES,YES
 B    ,57,1,3,NO,NO,YES,NO,YES,NO
 W    ,43,1,3,NO,NO,YES,NO,YES,YES
 B    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,60,1,3,YES,NO,YES,NO,YES,YES
 W    ,47,1,3,YES,YES,YES,NO,YES,NO
 B    ,27,1,3,NO,NO,NO,NO,YES,NO
 B    ,37,1,3,YES,NO,YES,NO,YES,NO
 B    ,50,1,3,YES,NO,YES,YES,YES,NO
 W    ,29,1,3,YES,NO,NO,NO,YES,YES
 W    ,28,1,3,NO,NO,NO,NO,YES,NO
 W    ,38,1,3,NO,NO,NO,NO,YES,YES
 B    ,51,1,3,YES,YES,YES,NO,YES,YES
 B    ,34,1,3,NO,NO,YES,NO,YES,YES
 U    ,63,1,3,YES,NO,NO,NO,YES,NO
 W    ,31,1,3,YES,NO,YES,NO,YES,NO
 B    ,40,1,3,YES,YES,YES,NO,YES,YES
 W    ,49,1,3,YES,YES,YES,YES,YES,YES
 B    ,88,1,3,NO,YES,YES,NO,YES,NO
 U    ,31,1,3,NO,NO,NO,NO,NO,NO
 W    ,61,1,3,YES,NO,YES,NO,YES,YES
 B    ,33,1,3,YES,NO,NO,NO,NO,NO
 W    ,38,1,3,YES,NO,YES,YES,YES,YES
 B    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,31,1,3,YES,NO,YES,YES,YES,NO
 W    ,51,1,3,YES,NO,NO,NO,YES,NO
 B    ,24,1,3,NO,NO,YES,NO,YES,NO
 W    ,31,1,3,YES,NO,NO,NO,YES,YES
 B    ,41,1,3,YES,NO,YES,YES,YES,YES
 A    ,38,1,3,YES,NO,NO,YES,YES,YES
 W    ,40,1,3,NO,NO,NO,NO,YES,NO
 B    ,21,1,3,NO,NO,NO,NO,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,NO
 O    ,55,1,3,YES,YES,YES,NO,YES,NO
 W    ,69,1,3,NO,YES,YES,NO,YES,NO
 B    ,39,1,3,YES,YES,YES,NO,YES,YES
 O    ,39,1,3,YES,NO,NO,NO,YES,YES
 W    ,51,1,3,NO,NO,NO,NO,NO,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 B    ,55,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,YES,YES,NO,NO,YES,YES
 B    ,70,1,3,YES,NO,YES,NO,YES,YES
 W    ,40,1,3,YES,NO,YES,NO,YES,YES
 B    ,54,1,3,YES,NO,NO,NO,NO,NO
 B    ,20,1,3,NO,NO,NO,NO,YES,YES
 W    ,29,1,3,NO,NO,YES,YES,YES,YES
 B    ,59,1,3,YES,YES,YES,YES,YES,YES
 B    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,64,1,3,YES,NO,YES,NO,YES,YES
 W    ,34,1,3,NO,NO,NO,NO,NO,NO
 B    ,70,1,3,YES,YES,YES,NO,NO,YES
 W    ,35,1,3,YES,NO,YES,NO,YES,YES
 W    ,54,1,3,NO,NO,YES,NO,YES,NO
 W    ,41,1,3,YES,NO,YES,NO,YES,YES
 W    ,31,1,3,YES,NO,YES,NO,YES,YES
 W    ,31,1,3,YES,NO,YES,NO,YES,YES
 B    ,33,1,3,NO,NO,YES,NO,YES,NO
 U    ,36,1,3,NO,NO,NO,NO,YES,YES
 B    ,54,1,3,YES,NO,YES,NO,YES,YES
 B    ,41,1,3,YES,YES,YES,NO,NO,NO
 W    ,35,1,3,YES,NO,YES,NO,YES,YES
 W    ,45,1,3,NO,NO,YES,NO,YES,YES
 O    ,44,1,3,NO,NO,NO,NO,YES,YES
 W    ,22,1,3,NO,NO,NO,NO,YES,YES
 W    ,38,1,3,NO,NO,NO,NO,YES,YES
 W    ,44,1,3,YES,NO,YES,NO,YES,YES
 W    ,39,1,3,NO,NO,NO,NO,NO,NO
 W    ,40,1,3,YES,YES,YES,NO,YES,YES
 W    ,28,1,3,NO,NO,NO,NO,YES,NO
 B    ,45,1,3,NO,NO,YES,YES,YES,YES
 B    ,42,1,3,YES,NO,NO,NO,NO,NO
 W    ,34,1,3,YES,NO,YES,NO,YES,NO
 W    ,48,1,3,YES,NO,YES,NO,YES,NO
 W    ,47,1,3,NO,NO,NO,NO,YES,YES
 W    ,23,1,3,NO,NO,NO,YES,YES,YES
 W    ,60,1,3,NO,NO,NO,NO,YES,YES
 W    ,30,1,3,NO,NO,NO,NO,YES,YES
 W    ,35,1,3,YES,NO,YES,NO,YES,NO
 B    ,31,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,NO,NO,NO,YES,YES,YES
 W    ,52,1,3,YES,YES,YES,YES,YES,YES
 W    ,67,1,3,YES,YES,YES,YES,NO,YES
 W    ,34,1,3,YES,NO,YES,NO,YES,YES
 W    ,29,1,3,YES,NO,YES,YES,YES,YES
 B    ,45,1,3,YES,YES,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 B    ,39,1,3,NO,NO,YES,NO,YES,YES
 B    ,43,1,3,NO,NO,NO,NO,NO,YES
 W    ,35,1,3,NO,NO,NO,NO,YES,YES
 W    ,34,1,3,NO,NO,NO,NO,YES,YES
 W    ,44,1,3,NO,NO,YES,NO,YES,YES
 W    ,68,1,3,YES,YES,YES,NO,YES,YES
 U    ,64,1,3,NO,NO,YES,YES,YES,YES
 W    ,40,1,3,NO,NO,YES,YES,YES,YES
 W    ,53,1,3,NO,NO,YES,NO,YES,YES
 A    ,49,1,3,YES,NO,YES,YES,YES,YES
 O    ,22,1,3,NO,NO,NO,YES,YES,NO
 A    ,49,1,3,YES,YES,YES,NO,YES,YES
 A    ,37,1,3,NO,NO,NO,NO,YES,YES
 W    ,28,1,3,YES,NO,YES,YES,YES,YES
 W    ,56,1,3,NO,NO,NO,NO,YES,YES
 B    ,42,1,3,NO,NO,YES,YES,YES,YES
 W    ,22,1,3,NO,NO,NO,NO,YES,YES
 W    ,51,1,3,NO,NO,NO,NO,YES,NO
 U    ,39,1,3,NO,NO,NO,NO,YES,NO
 W    ,32,1,3,NO,NO,NO,NO,YES,YES
 W    ,39,1,3,NO,NO,NO,NO,YES,NO
 B    ,48,1,3,YES,NO,YES,NO,YES,NO
 U    ,23,1,3,NO,NO,YES,NO,NO,YES
 W    ,46,1,3,NO,NO,YES,YES,YES,YES
 I    ,32,1,3,NO,NO,NO,YES,YES,YES
 W    ,47,1,3,YES,NO,NO,NO,YES,NO
 O    ,39,1,3,NO,NO,NO,NO,NO,YES
 B    ,44,1,3,NO,NO,NO,NO,YES,YES
 W    ,25,1,3,NO,NO,NO,NO,NO,YES
 U    ,36,1,3,NO,NO,NO,NO,YES,YES
 U    ,31,1,3,NO,NO,YES,YES,YES,YES
 W    ,51,1,3,YES,NO,YES,NO,YES,YES
 M    ,21,1,3,NO,NO,NO,NO,YES,YES
 W    ,28,1,3,YES,NO,YES,YES,YES,NO
 B    ,68,1,3,NO,NO,NO,NO,NO,YES
 W    ,30,1,3,YES,YES,YES,NO,NO,YES
 W    ,48,1,3,NO,NO,NO,NO,YES,NO
 W    ,60,1,3,NO,NO,YES,NO,YES,YES
 B    ,52,1,3,NO,NO,YES,NO,YES,YES
 B    ,75,1,3,YES,NO,YES,NO,YES,YES
 B    ,41,1,3,YES,YES,YES,YES,NO,NO
 A    ,72,1,3,NO,NO,YES,YES,YES,YES
 B    ,55,1,3,YES,YES,NO,NO,NO,NO
 U    ,28,1,3,YES,NO,YES,NO,YES,YES
 W    ,29,1,3,NO,NO,NO,NO,YES,YES
 B    ,47,1,3,NO,NO,YES,NO,YES,YES
 B    ,55,1,3,YES,NO,YES,NO,NO,NO
 W    ,26,1,3,NO,NO,NO,NO,YES,NO
 B    ,31,1,3,YES,NO,YES,NO,NO,NO
 W    ,46,1,3,YES,NO,NO,NO,YES,YES
 B    ,22,1,3,NO,NO,NO,NO,YES,YES
 O    ,31,1,3,YES,NO,YES,YES,YES,YES
 B    ,39,1,3,NO,NO,YES,NO,YES,YES
 A    ,61,1,3,YES,NO,NO,NO,YES,YES
 A    ,26,1,3,NO,NO,NO,NO,YES,NO
 A    ,92,1,3,YES,NO,YES,NO,YES,NO
 W    ,54,1,3,NO,NO,NO,NO,NO,YES
 W    ,61,1,3,YES,NO,YES,NO,YES,NO
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,YES,YES,YES,NO,YES
 B    ,63,1,3,NO,NO,NO,NO,YES,YES
 B    ,75,1,3,NO,NO,NO,NO,NO,NO
 B    ,41,1,3,YES,YES,YES,NO,NO,NO
 B    ,53,1,3,NO,NO,YES,NO,YES,NO
 B    ,52,1,3,YES,NO,YES,YES,YES,YES
 W    ,30,1,3,NO,NO,NO,NO,YES,NO
 W    ,49,1,3,NO,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,YES
 B    ,74,1,3,YES,NO,YES,NO,YES,YES
 B    ,44,1,3,YES,NO,YES,NO,YES,YES
 O    ,53,1,3,NO,NO,YES,NO,YES,NO
 W    ,65,1,3,NO,NO,YES,NO,YES,YES
 B    ,61,1,3,NO,NO,NO,NO,YES,YES
 U    ,34,1,3,NO,NO,NO,NO,YES,YES
 W    ,24,1,3,NO,NO,YES,NO,YES,NO
 W    ,47,1,3,NO,NO,YES,NO,YES,YES
 B    ,39,1,3,NO,NO,YES,YES,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,YES
 B    ,27,1,3,NO,YES,YES,YES,YES,YES
 M    ,23,1,3,NO,NO,YES,YES,YES,YES
 W    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,40,1,3,NO,NO,NO,NO,YES,NO
 B    ,48,1,3,YES,NO,NO,NO,NO,NO
 W    ,26,1,3,NO,NO,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,YES,NO,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,70,1,3,YES,NO,YES,NO,YES,YES
 B    ,46,1,3,YES,NO,NO,NO,NO,NO
 W    ,44,1,3,YES,NO,YES,NO,YES,YES
 W    ,30,1,3,YES,NO,YES,NO,YES,YES
 B    ,69,1,3,YES,YES,YES,NO,YES,YES
 B    ,40,1,3,YES,YES,YES,YES,YES,YES
 W    ,70,1,3,NO,NO,YES,NO,YES,NO
 U    ,49,1,3,NO,NO,NO,YES,YES,YES
 B    ,57,1,3,YES,YES,YES,YES,NO,YES
 B    ,48,1,3,NO,NO,YES,YES,YES,YES
 B    ,54,1,3,YES,NO,YES,NO,YES,YES
 B    ,74,1,3,YES,NO,YES,NO,NO,YES
 B    ,57,1,3,YES,YES,NO,NO,YES,YES
 O    ,47,1,3,YES,NO,YES,YES,YES,YES
 M    ,38,1,3,NO,NO,NO,NO,YES,YES
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 O    ,44,1,3,NO,NO,NO,NO,YES,YES
 B    ,52,1,3,YES,YES,YES,NO,YES,NO
 B    ,69,1,3,YES,NO,YES,YES,YES,YES
 W    ,58,1,3,NO,YES,YES,NO,NO,NO
 W    ,32,1,3,NO,NO,YES,YES,NO,NO
 U    ,42,1,3,NO,NO,NO,NO,NO,YES
 W    ,30,1,3,YES,YES,YES,NO,YES,NO
 B    ,45,1,3,YES,NO,YES,NO,NO,NO
 W    ,64,1,3,NO,NO,NO,NO,YES,YES
 B    ,35,1,3,NO,NO,NO,NO,YES,NO
 B    ,53,1,3,YES,YES,YES,NO,YES,YES
 B    ,46,1,3,NO,NO,NO,NO,YES,YES
 B    ,50,1,3,YES,NO,YES,YES,YES,YES
 B    ,44,1,3,NO,NO,YES,NO,YES,NO
 W    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,51,1,3,YES,NO,YES,NO,YES,YES
 W    ,51,1,3,YES,NO,YES,NO,YES,YES
 B    ,74,1,3,NO,NO,YES,NO,YES,NO
 U    ,23,1,3,NO,NO,NO,NO,YES,NO
 B    ,53,1,3,NO,NO,NO,YES,YES,NO
 W    ,48,1,3,YES,NO,NO,NO,YES,NO
 W    ,55,1,3,YES,NO,YES,NO,YES,YES
 W    ,91,1,3,YES,NO,YES,NO,YES,NO
 B    ,39,1,3,YES,YES,YES,YES,YES,YES
 W    ,36,1,3,NO,NO,NO,NO,YES,YES
 O    ,48,1,3,YES,NO,YES,NO,YES,YES
 A    ,61,1,3,YES,NO,YES,NO,YES,NO
 W    ,79,1,3,YES,YES,YES,YES,YES,YES
 W    ,40,1,3,YES,NO,YES,NO,YES,YES
 W    ,66,1,3,NO,NO,YES,NO,YES,YES
 W    ,47,1,3,NO,NO,NO,NO,YES,YES
 W    ,37,1,3,NO,NO,NO,NO,YES,YES
 U    ,34,1,3,NO,NO,YES,NO,YES,YES
 O    ,34,1,3,YES,NO,YES,NO,YES,YES
