id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent ,Y1,Y2,Y3,Y4,Y5,Test
4553,1,1,1,37,1,2,3,2,2,2,2,1,2
4554,1,1,1,21,1,2,3,2,2,2,2,1,1
4555,1,1,1,21,1,2,3,2,2,2,2,2,2
4556,1,1,1,37,1,2,3,1,2,2,2,1,1
4557,1,3,1,49,1,2,3,2,2,2,2,1,1
4558,1,1,1,58,1,2,3,2,2,2,2,1,1
4559,6,1,1,21,1,2,3,2,2,2,2,1,2
4560,2,1,1,66,1,2,3,1,1,1,2,1,1
4561,2,1,1,67,1,2,3,2,2,2,2,1,1
4562,2,3,1,21,1,2,3,2,2,2,2,1,1
4563,1,1,1,21,1,2,3,2,2,2,2,1,1
4564,5,1,1,24,1,2,3,2,2,2,2,1,1
4565,1,1,1,38,1,2,3,2,2,2,2,1,1
4566,1,3,1,39,1,2,3,1,2,2,2,1,1
4567,1,1,1,21,1,2,3,2,2,2,2,1,1
4568,2,3,1,49,1,2,3,1,2,1,1,1,1
4569,1,3,1,28,1,2,3,2,2,2,2,1,1
4570,5,1,1,45,1,2,3,2,2,2,2,1,2
4571,1,3,1,42,1,2,3,2,2,2,1,1,1
4572,4,3,2,21,1,2,3,2,2,2,2,1,1
4573,1,3,1,21,1,2,3,2,2,2,2,1,1
4574,2,3,1,31,1,2,3,2,2,2,2,1,1
4575,1,3,1,27,1,2,3,2,2,2,2,1,1
4576,1,3,1,51,1,2,3,2,2,2,2,1,1
4577,1,3,1,34,1,2,3,2,2,2,2,1,1
4578,2,1,1,53,1,2,3,2,2,2,2,1,1
4579,1,1,1,37,1,2,3,2,2,2,2,1,1
4580,1,3,1,20,1,2,3,2,2,2,2,1,1
4581,1,3,1,70,1,2,3,1,2,2,2,1,1
4582,1,3,1,26,1,2,3,2,2,2,1,1,1
4583,1,1,1,20,1,2,3,2,2,2,2,1,1
4584,1,3,1,20,1,2,3,2,2,2,2,1,1
4585,3,3,1,22,1,2,3,2,2,2,2,1,1
4586,1,3,1,26,1,2,3,2,2,2,2,1,1
4587,1,3,1,29,1,2,3,2,2,2,2,1,1
4588,1,1,1,31,1,2,3,2,2,2,2,1,1
4589,1,1,2,20,1,2,3,2,2,2,2,1,1
4590,1,3,1,20,1,2,3,2,2,2,2,1,1
4591,1,3,1,20,1,2,3,2,2,2,2,2,2
4592,2,3,1,37,1,2,3,1,1,1,2,2,1
4593,1,1,1,23,1,2,3,2,2,2,2,1,1
4594,4,1,1,21,1,2,3,2,2,2,2,1,1
4595,4,1,2,74,1,2,3,2,2,2,2,1,1
4596,2,1,1,54,1,2,3,2,2,2,2,1,1
4597,1,3,1,36,1,2,3,1,2,1,2,1,1
4598,1,1,1,39,1,2,3,2,2,2,2,1,1
4599,1,3,1,36,1,2,3,2,2,1,2,1,1
4600,1,1,1,71,1,2,3,2,2,2,2,1,1
4601,2,3,1,53,1,2,3,2,2,2,2,1,2
4602,1,1,1,30,1,2,3,1,1,1,2,1,2
4603,4,3,2,31,1,2,3,2,1,1,2,1,1
4604,1,3,1,35,1,2,3,2,2,2,2,2,2
4605,2,3,1,27,1,2,3,2,2,2,2,2,2
4606,3,3,1,62,1,2,3,2,2,2,2,1,1
4607,1,3,1,41,1,2,3,2,2,2,2,1,2
4608,1,1,1,49,1,2,3,2,2,2,2,1,2
4609,2,1,1,27,1,2,3,2,2,2,2,2,2
4610,1,1,1,33,1,2,3,2,2,2,2,1,1
4611,2,1,1,24,1,2,3,2,2,1,1,1,1
4612,2,1,1,30,1,2,3,1,2,1,1,1,1
4613,6,1,1,41,1,2,3,2,2,2,2,1,1
4614,1,1,1,65,1,2,3,2,2,1,2,1,2
4615,1,1,1,44,1,2,3,2,2,2,2,1,1
4616,5,1,1,54,1,2,3,1,1,1,1,1,1
4617,1,3,1,35,1,2,3,2,2,2,2,1,1
4618,1,1,1,37,1,2,3,2,2,2,2,1,1
4619,1,3,1,38,1,2,3,1,2,1,2,1,1
4620,1,1,1,56,1,2,3,2,2,2,2,1,1
4621,4,3,2,36,1,2,3,2,2,2,2,2,2
4622,1,1,1,34,1,2,3,2,2,2,2,2,2
4623,4,3,2,38,1,2,3,2,2,2,2,1,1
4624,3,3,1,37,1,2,3,2,2,2,2,1,2
4625,1,3,1,68,1,2,3,1,2,1,2,1,1
4626,1,3,1,33,1,2,3,1,2,1,2,1,1
4627,1,1,2,88,1,2,3,1,2,1,1,1,1
4628,1,1,1,27,1,2,3,2,2,2,2,1,1
4629,1,1,1,48,1,2,3,1,1,1,2,1,1
4630,1,1,1,39,1,2,3,2,2,2,2,2,2
4631,4,3,2,24,1,2,3,2,2,2,2,2,1
4632,1,1,1,33,1,2,3,2,2,2,2,1,1
4633,1,1,1,58,1,2,3,2,2,2,2,1,1
4634,5,1,1,63,1,2,3,2,2,2,2,1,1
4635,1,3,1,47,1,2,3,2,2,1,1,1,1
4636,2,3,1,35,1,2,3,2,2,2,2,2,1
4637,2,3,1,27,1,2,3,2,2,2,2,2,2
4638,2,3,1,57,1,2,3,2,2,2,2,1,1
4639,1,1,1,37,1,2,3,2,2,2,2,1,1
4640,2,3,1,40,1,2,3,2,2,2,2,1,1
4641,6,1,1,44,1,2,3,2,2,2,2,1,1
4642,1,3,1,43,1,2,3,1,1,2,1,1,1
4643,1,1,1,37,1,2,3,1,2,1,2,1,1
4644,1,3,2,34,1,2,3,2,2,2,2,1,1
4645,1,3,1,38,1,2,3,2,2,2,2,1,1
4646,2,1,1,29,1,2,3,1,1,1,1,1,1
4647,1,1,1,33,1,2,3,2,2,2,2,1,1
4648,2,1,1,29,1,2,3,1,2,1,1,1,2
4649,5,3,1,33,1,2,3,2,2,2,2,1,1
4650,2,3,1,51,1,2,3,2,2,2,2,2,2
4651,2,1,1,65,1,2,3,2,2,2,2,2,2
4652,4,3,1,47,1,2,3,2,2,2,2,2,1
4653,2,1,1,19,1,2,3,2,2,2,2,2,1
4654,1,3,1,19,1,2,3,2,2,2,2,2,2
4655,1,1,1,27,1,2,3,2,2,1,2,1,1
4656,5,1,1,33,1,2,3,2,2,2,2,2,1
4657,1,3,1,48,1,2,3,2,2,2,2,2,2
4658,4,1,1,19,1,2,3,2,2,2,2,2,2
4659,2,1,1,19,1,2,3,2,2,2,2,2,1
4660,2,1,1,49,1,2,3,2,2,2,1,1,1
4661,1,1,1,44,1,2,3,1,1,1,2,1,2
4662,1,3,1,25,1,2,3,2,2,2,2,2,2
4663,2,1,1,19,1,2,3,2,2,2,2,2,2
4664,2,1,1,19,1,2,3,2,2,2,2,2,2
4665,2,3,1,19,1,2,3,2,2,2,2,2,2
4666,1,3,1,19,1,2,3,2,2,2,2,2,2
4667,1,1,1,27,1,2,3,2,2,2,2,2,2
4668,1,3,1,22,1,2,3,2,2,2,1,1,1
4669,1,1,1,21,1,2,3,2,2,2,2,2,1
4670,1,3,1,22,1,2,3,2,2,2,2,1,1
4671,1,1,1,88,1,2,3,1,1,1,1,1,1
4672,1,1,1,60,1,2,3,1,1,1,2,1,2
4673,1,3,1,57,1,2,3,1,1,1,2,1,1
4674,1,1,1,67,1,2,3,2,1,1,2,1,2
4675,2,1,1,72,1,2,3,1,1,1,1,1,2
4676,1,1,1,49,1,2,3,1,1,1,2,1,1
4677,1,1,1,62,1,2,3,1,1,1,2,1,2
4678,1,3,1,71,1,2,3,1,2,1,1,1,1
4679,1,3,1,64,1,2,3,1,2,1,1,1,1
4680,1,3,1,46,1,2,3,1,2,1,1,1,1
4681,1,1,1,70,1,2,3,1,1,1,2,1,1
4682,2,1,1,55,1,2,3,1,1,1,2,1,2
4683,2,1,1,57,1,2,3,1,2,1,1,1,1
4684,1,1,1,43,1,2,3,1,2,1,1,1,1
4685,1,1,1,53,1,2,3,1,2,1,2,1,1
4686,1,1,1,53,1,2,3,1,2,1,1,1,1
4687,1,3,1,66,1,2,3,1,1,1,1,1,2
4688,1,1,1,54,1,2,3,1,2,1,2,1,1
4689,1,1,1,48,1,2,3,1,2,1,1,1,1
4690,1,1,1,63,1,2,3,1,2,1,2,1,1
4691,1,1,1,70,1,2,3,1,2,1,1,1,1
4692,2,1,1,52,1,2,3,1,1,1,1,1,1
4693,4,1,1,40,1,2,3,1,1,1,1,1,1
4694,1,1,1,45,1,2,3,1,1,1,2,1,2
4695,1,1,1,82,1,2,3,1,2,1,2,1,1
4696,1,1,1,46,1,2,3,1,2,2,2,1,2
4697,1,3,1,46,1,2,3,1,2,1,2,1,2
4698,1,3,1,54,1,2,3,1,2,1,1,1,1
4699,5,3,1,57,1,2,3,2,2,1,2,1,1
4700,1,3,1,58,1,2,3,1,2,1,2,1,1
4701,1,1,1,93,1,2,3,1,1,1,1,2,1
4702,1,1,1,52,1,2,3,1,2,1,1,1,1
4703,1,3,1,62,1,2,3,1,2,1,2,1,1
4704,1,1,1,54,1,2,3,1,2,2,1,1,1
4705,1,3,1,74,1,2,3,1,2,1,1,1,1
4706,1,1,1,70,1,2,3,1,1,1,1,1,1
4707,1,1,1,50,1,2,3,1,2,1,2,1,1
4708,2,1,1,58,1,2,3,1,1,1,1,1,1
4709,1,1,1,50,1,2,3,1,2,1,2,1,1
4710,1,1,1,74,1,2,3,1,1,1,1,1,1
4711,1,1,1,73,1,2,3,1,1,1,1,2,2
4712,1,1,1,68,1,2,3,1,1,1,1,2,1
4713,1,1,1,76,1,2,3,1,1,1,2,1,2
4714,1,1,1,53,1,2,3,1,1,1,2,1,1
4715,1,1,1,65,1,2,3,1,1,1,2,1,1
4716,1,1,1,60,1,2,3,1,1,2,2,1,2
4717,1,1,1,81,1,2,3,1,1,1,1,1,1
4718,1,1,1,70,1,2,3,1,1,1,2,1,2
4719,1,1,1,64,1,2,3,1,1,1,1,1,1
4720,1,1,1,66,1,2,3,1,2,1,1,1,1
4721,1,1,1,66,1,2,3,1,1,1,2,1,1
4722,1,1,1,56,1,2,3,1,1,1,2,1,1
4723,1,1,1,71,1,2,3,1,1,1,2,1,2
4724,1,1,1,73,1,2,3,1,1,1,2,1,2
4725,2,1,1,54,1,2,3,1,2,1,1,1,1
4726,1,1,1,62,1,2,3,1,1,1,2,1,2
4727,1,1,1,71,1,2,3,1,2,1,1,1,1
4728,1,1,1,64,1,2,3,1,2,1,1,1,1
4729,2,1,1,50,1,2,3,1,1,1,1,1,1
4730,2,1,1,51,1,2,3,1,1,1,2,1,1
4731,1,1,1,55,1,2,3,2,2,2,2,2,2
4732,2,1,1,44,1,2,3,1,2,1,1,1,1
4733,1,1,1,43,1,2,3,1,2,1,2,1,1
4734,2,1,1,47,1,2,3,1,2,1,1,1,1
4735,1,1,1,43,1,2,3,2,2,2,2,2,2
4736,1,1,1,73,1,2,3,1,2,1,2,1,1
4737,1,1,1,56,1,2,3,1,2,1,1,1,1
4738,1,1,1,53,1,2,3,1,2,1,1,1,1
4739,1,1,1,62,1,2,3,2,2,1,1,1,2
4740,1,1,1,71,1,2,3,1,1,1,2,1,1
4741,1,3,1,42,1,2,3,1,1,1,2,1,2
4742,1,1,1,51,1,2,3,1,1,1,1,1,1
4743,1,1,1,49,1,2,3,1,2,1,2,1,1
4744,1,1,1,56,1,2,3,1,2,1,1,1,1
4745,1,1,1,56,1,2,3,1,2,2,2,1,2
4746,1,1,1,48,1,2,3,1,1,1,2,1,1
4747,1,3,1,51,1,2,3,1,1,1,2,1,1
4748,1,1,1,43,1,2,3,2,2,1,2,1,1
4749,1,1,1,46,1,2,3,1,1,1,2,1,1
4750,1,1,1,52,1,2,3,1,2,2,2,1,2
4751,1,1,1,52,1,2,3,1,1,1,1,1,1
4752,3,1,1,66,1,2,3,1,1,1,1,1,1
4753,1,1,1,62,1,2,3,1,2,1,2,1,1
4754,1,1,1,49,1,2,3,1,2,1,2,1,1
4755,1,1,1,69,1,2,3,1,2,1,1,1,1
4756,1,1,1,45,1,2,3,1,2,1,2,1,1
4757,1,1,1,49,1,2,3,1,2,1,2,1,1
4758,1,3,1,48,1,2,3,1,2,1,2,1,1
4759,2,1,1,51,1,2,3,1,2,1,1,1,1
4760,1,1,1,63,1,2,3,1,2,1,2,1,1
4761,1,1,1,50,1,2,3,1,2,1,2,1,1
4762,1,1,1,50,1,2,3,1,2,1,1,1,1
4763,1,3,1,60,1,2,3,1,2,1,1,1,2
4764,1,3,1,55,1,2,3,1,1,1,1,1,1
4765,1,1,1,56,1,2,3,1,2,1,1,1,1
4766,1,1,1,61,1,2,3,1,1,1,2,1,1
4767,1,1,1,55,1,2,3,1,2,1,2,1,1
4768,5,1,1,65,1,2,3,1,2,1,1,1,1
4769,2,1,1,64,1,2,3,1,2,1,1,1,1
4770,1,3,1,46,1,2,3,1,2,2,1,1,2
4771,1,1,1,64,1,2,3,1,1,1,1,1,1
4772,1,1,1,75,1,2,3,1,1,1,1,1,1
4773,1,1,1,80,1,2,3,1,2,1,1,1,2
4774,1,1,1,66,1,2,3,1,1,1,1,1,2
4775,1,3,1,49,1,2,3,1,2,1,1,1,1
4776,2,3,1,47,1,2,3,1,2,1,2,1,2
4777,1,1,1,58,1,2,3,1,1,1,1,1,1
4778,1,1,1,69,1,2,3,1,2,1,1,1,1
4779,1,1,1,76,1,2,3,1,1,1,2,1,1
4780,2,3,1,68,1,2,3,1,2,1,1,1,1
4781,1,1,1,71,1,2,3,1,2,1,1,1,1
4782,1,1,1,79,1,2,3,1,2,1,1,1,2
4783,1,1,1,64,1,2,3,1,2,1,1,1,2
4784,1,1,1,93,1,2,3,1,1,1,1,1,2
4785,1,1,1,65,1,2,3,1,2,1,1,1,1
4786,2,1,1,95,1,2,3,1,1,1,1,1,2
4787,1,1,1,71,1,2,3,1,1,1,1,2,1
4788,1,1,1,78,1,2,3,1,1,1,1,1,1
4789,1,1,1,66,1,2,3,1,2,1,2,1,2
4790,1,1,1,63,1,2,3,1,2,2,2,1,1
4791,1,1,1,58,1,2,3,1,2,1,1,1,1
4792,1,1,1,68,1,2,3,1,2,1,1,1,1
4793,1,1,1,79,1,2,3,1,2,1,2,1,1
4794,1,1,1,74,1,2,3,2,2,1,1,1,1
4795,1,1,1,66,1,2,3,1,1,1,2,1,2
4796,1,1,1,60,1,2,3,1,1,1,2,1,1
4797,1,1,1,56,1,2,3,1,2,1,2,1,2
4798,1,1,1,43,1,2,3,1,2,1,1,1,1
4799,1,1,1,52,1,2,3,1,1,2,2,1,2
4800,1,1,1,48,1,2,3,1,1,1,1,1,2
4801,1,1,1,50,1,2,3,1,2,1,1,1,1
4802,5,3,1,63,1,2,3,1,2,1,2,1,1
4803,1,1,1,49,1,2,3,1,2,1,1,1,1
4804,1,1,1,91,1,2,3,1,1,1,1,1,2
4805,1,1,1,59,1,2,3,1,2,1,2,1,2
4806,5,1,1,66,1,2,3,1,2,1,2,1,2
4807,1,1,1,38,1,2,3,1,1,1,1,1,1
4808,2,1,1,44,1,2,3,1,2,1,2,1,2
4809,1,1,1,44,1,2,3,1,2,1,1,1,1
4810,1,3,1,36,1,2,3,1,2,1,1,1,1
4811,1,1,1,38,1,2,3,1,2,1,2,1,1
4812,1,1,1,54,1,2,3,1,1,1,2,1,1
4813,1,1,1,40,1,2,3,1,2,1,1,1,1
4814,1,1,1,45,1,2,3,1,2,1,1,1,1
4815,1,1,1,44,1,2,3,1,1,1,1,1,1
4816,1,3,1,59,1,2,3,1,2,1,2,1,1
4817,1,3,1,39,1,2,3,1,2,1,1,1,1
4818,1,1,1,53,1,2,3,1,2,1,2,1,1
4819,2,1,1,52,1,2,3,1,2,1,2,1,1
4820,1,1,1,39,1,2,3,1,2,1,1,1,1
4821,1,3,1,43,1,2,3,1,2,1,1,1,1
4822,1,1,1,35,1,2,3,1,2,1,2,1,1
4823,1,3,1,45,1,2,3,1,2,1,1,1,2
4824,1,3,1,36,1,2,3,1,2,2,2,1,1
4825,1,1,1,90,1,2,3,1,1,1,1,1,2
4826,1,1,1,75,1,2,3,1,2,1,2,1,1
4827,1,3,1,46,1,2,3,1,1,1,1,1,1
4828,1,3,1,47,1,2,3,1,1,1,2,1,1
4829,3,1,1,36,1,2,3,1,1,1,2,1,1
4830,2,1,1,44,1,2,3,1,2,1,2,1,1
4831,3,3,1,57,1,2,3,1,2,1,2,1,2
4832,2,1,1,42,1,2,3,1,1,1,1,1,1
4833,2,1,1,55,1,2,3,1,1,1,1,1,1
4834,2,1,1,44,1,2,3,1,1,1,1,1,1
4835,1,1,1,40,1,2,3,1,2,1,1,1,1
4836,1,1,1,33,1,2,3,2,2,1,1,1,1
4837,2,1,1,50,1,2,3,1,2,1,2,1,2
4838,1,1,1,33,1,2,3,1,1,1,1,1,1
4839,1,1,1,39,1,2,3,1,2,1,2,1,1
4840,1,1,1,71,1,2,3,1,1,1,1,2,2
4841,1,1,1,41,1,2,3,1,1,1,2,1,1
4842,1,1,1,63,1,2,3,1,2,1,1,1,1
4843,1,1,1,37,1,2,3,2,2,1,1,1,1
4844,2,1,1,45,1,2,3,1,2,1,1,1,1
4845,1,1,1,45,1,2,3,1,2,1,1,1,1
4846,5,3,1,77,1,2,3,1,2,1,2,1,2
4847,2,1,1,53,1,2,3,1,2,1,1,1,2
4848,2,1,1,80,1,2,3,1,1,1,1,1,1
4849,1,1,1,48,1,2,3,1,1,1,2,1,2
4850,3,3,1,41,1,2,3,2,2,1,1,1,1
4851,1,1,1,38,1,2,3,1,2,1,2,1,1
4852,1,3,1,72,1,2,3,1,2,1,2,1,1
4853,4,3,1,68,1,2,3,1,2,1,1,1,1
4854,1,1,1,40,1,2,3,1,2,2,1,1,1
4855,1,3,1,38,1,2,3,1,2,1,1,1,1
4856,4,1,1,58,1,2,3,1,2,1,2,1,1
4857,1,1,1,58,1,2,3,1,2,2,2,1,2
4858,1,3,1,57,1,2,3,1,2,1,1,1,1
4859,2,1,1,43,1,2,3,1,1,1,2,1,2
4860,1,1,1,49,1,2,3,1,2,1,1,1,1
4861,1,2,1,38,1,2,3,1,2,1,1,1,1
4862,1,3,1,31,1,2,3,1,2,1,1,1,1
4863,7,1,1,31,1,2,3,1,2,1,1,1,2
4864,4,1,1,31,1,2,3,1,1,1,2,1,1
4865,5,1,1,49,1,2,3,1,1,1,1,1,1
4866,1,1,1,87,1,2,3,1,1,1,1,2,2
4867,1,1,1,82,1,2,3,1,1,1,1,1,1
4868,1,1,1,85,1,2,3,1,2,1,1,1,1
4869,1,1,1,56,1,2,3,1,2,1,1,1,1
4870,1,1,1,83,1,2,3,1,1,1,1,1,1
4871,1,1,1,80,1,2,3,1,2,1,1,1,2
4872,2,1,1,66,1,2,3,1,2,1,1,1,1
4873,1,1,1,70,1,2,3,1,2,1,2,1,1
4874,1,1,1,71,1,2,3,1,2,1,1,1,1
4875,1,1,1,79,1,2,3,1,2,1,2,1,1
4876,1,1,1,67,1,2,3,1,2,1,1,1,1
4877,1,1,1,75,1,2,3,1,2,1,1,1,1
4878,1,1,1,71,1,2,3,1,2,1,2,1,1
4879,1,1,1,61,1,2,3,1,1,1,1,1,1
4880,1,3,1,50,1,2,3,1,1,1,1,1,1
4881,1,1,1,72,1,2,3,1,2,1,2,1,1
4882,1,1,1,79,1,2,3,1,1,1,1,1,2
4883,1,1,1,50,1,2,3,1,1,1,1,1,1
4884,1,1,1,51,1,2,3,1,1,1,2,1,1
4885,1,1,1,50,1,2,3,1,1,1,2,1,2
4886,1,1,1,88,1,2,3,1,1,1,1,1,2
4887,1,3,1,51,1,2,3,1,2,1,2,1,1
4888,1,1,1,73,1,2,3,1,2,1,2,1,2
4889,1,1,1,53,1,2,3,1,2,1,2,1,1
4890,1,1,1,52,1,2,3,1,2,1,1,1,1
4891,2,1,1,47,1,2,3,1,1,1,1,1,1
4892,1,1,1,56,1,2,3,1,2,1,1,1,1
4893,1,3,1,43,1,2,3,1,2,1,1,1,1
4894,1,3,1,51,1,2,3,1,1,1,2,1,1
4895,2,3,1,72,1,2,3,1,2,1,2,1,1
4896,1,1,1,52,1,2,3,1,1,1,2,1,1
4897,1,1,1,52,1,2,3,1,2,1,2,1,1
4898,1,1,1,42,1,2,3,1,2,1,1,1,1
4899,2,1,1,59,1,2,3,1,2,1,2,1,1
4900,1,1,1,67,1,2,3,1,2,2,2,1,2
4901,1,1,1,56,1,2,3,1,1,1,1,1,1
4902,4,1,1,48,1,2,3,1,2,1,1,1,1
4903,1,1,1,55,1,2,3,1,2,1,1,1,1
4904,1,3,1,56,1,2,3,1,2,1,1,1,2
4905,2,1,1,49,1,2,3,1,2,2,1,1,1
4906,2,1,1,47,1,2,3,1,2,1,2,1,1
4907,1,1,2,67,1,2,3,1,1,1,1,1,2
4908,2,3,1,43,1,2,3,1,1,1,1,1,1
4909,1,1,1,57,1,2,3,1,1,1,2,1,1
4910,1,3,1,48,1,2,3,2,2,1,1,1,1
4911,2,3,1,46,1,2,3,1,2,1,1,1,1
4912,1,3,1,50,1,2,3,1,2,1,1,1,1
4913,2,1,1,61,1,2,3,1,2,1,2,1,1
4914,1,1,1,69,1,2,3,2,2,1,1,1,1
4915,7,1,1,68,1,2,3,1,2,1,1,1,1
4916,1,1,1,68,1,2,3,1,1,1,1,1,2
4917,1,3,1,64,1,2,3,1,2,1,1,1,1
4918,1,1,1,57,1,2,3,1,1,1,2,1,2
4919,2,1,1,92,1,2,3,1,1,1,1,1,2
4920,1,3,1,55,1,2,3,1,2,1,1,1,1
4921,1,1,1,69,1,2,3,1,2,1,1,1,1
4922,3,1,1,38,1,2,3,1,2,1,1,1,1
4923,1,3,1,56,1,2,3,1,2,1,2,1,1
4924,1,3,1,51,1,2,3,1,2,1,1,1,1
4925,1,1,1,65,1,2,3,1,2,1,1,1,1
4926,1,3,1,43,1,2,3,1,1,1,1,1,1
4927,1,3,1,38,1,2,3,1,2,1,1,1,1
4928,1,3,1,58,1,2,3,1,1,1,2,1,1
4929,1,3,1,54,1,2,3,1,2,1,1,1,1
4930,1,1,1,58,1,2,3,1,2,1,2,1,1
4931,1,1,1,48,1,2,3,1,2,1,1,1,1
4932,1,1,1,91,1,2,3,1,1,1,2,1,1
4933,1,3,1,64,1,2,3,1,1,1,2,1,1
4934,1,1,1,68,1,2,3,1,2,1,1,1,1
4935,1,1,1,75,1,2,3,1,2,1,1,1,1
4936,1,1,1,80,1,2,3,1,1,1,1,1,1
4937,1,1,1,85,1,2,3,1,1,1,1,1,1
4938,1,3,1,60,1,2,3,2,2,2,1,1,1
4939,1,1,1,56,1,2,3,1,2,1,2,1,2
4940,1,1,1,57,1,2,3,1,2,1,1,1,1
4941,1,1,1,66,1,2,3,1,2,1,1,1,1
4942,2,1,1,61,1,2,3,1,1,1,2,1,2
4943,1,3,1,55,1,2,3,1,2,1,2,1,1
4944,1,1,1,67,1,2,3,2,1,1,1,1,1
4945,1,1,1,66,1,2,3,1,2,1,2,1,1
4946,1,1,1,68,1,2,3,1,1,1,2,1,1
4947,1,1,1,62,1,2,3,1,2,1,1,1,1
4948,1,1,1,63,1,2,3,2,2,2,2,2,2
4949,1,1,1,52,1,2,3,1,2,2,1,1,1
4950,1,1,1,61,1,2,3,1,2,1,2,1,1
4951,2,1,1,82,1,2,3,1,1,1,2,1,2
4952,1,3,1,79,1,2,3,1,1,1,1,1,1
4953,1,1,1,57,1,2,3,1,2,1,2,1,2
4954,5,1,1,83,1,2,3,1,1,1,1,1,1
4955,1,1,1,60,1,2,3,1,2,1,1,1,1
4956,1,1,1,66,1,2,3,1,2,1,2,1,2
4957,2,1,1,72,1,2,3,1,1,1,2,1,1
4958,1,1,1,71,1,2,3,1,2,1,2,1,1
4959,1,1,1,66,1,2,3,1,2,1,1,1,1
4960,1,1,1,61,1,2,3,1,2,2,2,1,2
4961,1,1,1,57,1,2,3,1,2,1,2,1,1
4962,1,1,1,71,1,2,3,1,1,1,2,1,2
4963,1,1,1,49,1,2,3,2,1,1,1,1,1
4964,1,1,1,56,1,2,3,1,2,1,2,1,1
4965,1,1,1,54,1,2,3,2,1,1,2,1,1
4966,1,1,1,66,1,2,3,1,1,1,1,2,2
4967,1,1,1,50,1,2,3,1,2,1,1,1,1
4968,1,1,1,46,1,2,3,1,2,1,1,1,1
4969,2,1,1,72,1,2,3,1,1,1,1,1,1
4970,1,1,1,63,1,2,3,1,1,1,1,2,2
4971,1,1,1,42,1,2,3,1,2,1,2,1,1
4972,1,1,1,63,1,2,3,1,1,1,1,1,1
4973,1,1,1,62,1,2,3,1,2,1,2,1,2
4974,1,1,1,57,1,2,3,1,2,1,1,1,2
4975,1,3,1,52,1,2,3,1,2,1,1,1,1
4976,1,3,1,55,1,2,3,1,1,1,2,1,1
4977,1,1,1,52,1,2,3,1,2,2,2,1,1
4978,1,3,1,59,1,2,3,1,2,1,2,1,1
4979,4,1,2,39,1,2,3,2,2,2,2,1,1
4980,1,1,1,66,1,2,3,1,2,1,1,1,1
4981,1,1,1,57,1,2,3,1,2,1,2,1,1
4982,1,1,1,50,1,2,3,1,1,1,2,1,1
4983,1,1,1,66,1,2,3,1,1,1,2,1,1
4984,1,3,1,66,1,2,3,1,1,1,2,1,1
4985,5,1,1,65,1,2,3,1,2,1,1,1,1
4986,1,3,1,67,1,2,3,1,2,1,1,1,1
4987,2,1,1,57,1,2,3,1,1,1,1,1,2
4988,1,1,1,65,1,2,3,1,2,1,2,1,1
4989,1,3,1,43,1,2,3,1,1,1,2,1,1
4990,1,1,1,46,1,2,3,1,1,1,1,1,1
4991,1,1,1,72,1,2,3,1,2,1,2,1,1
4992,1,3,1,68,1,2,3,1,2,1,1,1,1
4993,1,1,1,50,1,2,3,1,2,1,1,1,2
4994,1,1,1,57,1,2,3,1,2,2,1,1,1
4995,1,1,1,65,1,2,3,1,1,1,2,1,1
4996,1,3,1,57,1,2,3,1,2,1,1,1,1
4997,1,1,1,70,1,2,3,1,1,1,2,1,2
4998,1,1,1,41,1,2,3,1,2,1,1,1,2
4999,1,1,1,59,1,2,3,1,2,1,2,1,1
5000,5,1,1,52,1,2,3,1,1,1,1,1,2
5001,1,1,1,40,1,2,3,1,2,1,1,1,1
5002,1,1,1,57,1,2,3,1,2,1,2,1,2
5003,1,3,1,47,1,2,3,1,2,1,2,1,2
5004,1,1,1,69,1,2,3,1,1,1,2,1,1
5005,1,1,1,42,1,2,3,1,2,1,2,1,1
5006,1,3,1,39,1,2,3,1,2,1,1,1,1
5007,2,1,1,44,1,2,3,2,2,1,1,1,1
5008,1,1,1,39,1,2,3,1,2,1,2,1,1
5009,2,1,1,47,1,2,3,1,1,1,2,1,1
5010,2,1,1,40,1,2,3,1,1,1,2,1,1
5011,2,1,1,38,1,2,3,1,2,1,2,1,1
5012,2,1,1,77,1,2,3,2,2,1,2,1,2
5013,1,1,1,48,1,2,3,1,2,1,1,1,1
5014,1,1,1,69,1,2,3,1,2,1,1,1,1
5015,1,3,1,38,1,2,3,1,1,1,1,1,1
5016,2,1,1,39,1,2,3,2,2,2,2,2,2
5017,1,1,1,53,1,2,3,1,1,1,2,1,1
5018,6,3,1,47,1,2,3,1,2,1,2,1,1
5019,1,3,1,65,1,2,3,2,2,1,1,1,1
5020,1,1,1,57,1,2,3,1,1,1,1,1,1
5021,1,1,1,54,1,2,3,1,2,1,2,1,1
5022,1,3,1,74,1,2,3,1,2,1,1,1,1
5023,1,1,1,74,1,2,3,1,1,1,2,1,1
5024,1,1,1,64,1,2,3,1,1,1,2,1,1
5025,1,1,1,65,1,2,3,1,1,2,2,1,1
5026,1,1,1,90,1,2,3,1,1,1,2,1,2
5027,1,3,1,53,1,2,3,1,1,1,1,1,1
5028,2,1,1,56,1,2,3,1,1,1,2,1,2
5029,1,3,1,96,1,2,3,1,1,1,1,1,2
5030,1,3,1,58,1,2,3,1,2,1,1,1,1
5031,2,1,1,94,1,2,3,1,1,1,1,1,1
5032,1,3,1,68,1,2,3,1,2,1,1,1,1
