id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent ,Y1,Y2,Y3,Y4,Y5,Test
2170,2,1,2,48,1,2,3,1,1,1,2,1,1
2171,4,1,2,24,1,2,3,2,2,2,2,1,1
2172,1,1,1,46,1,2,3,2,2,2,2,1,1
2173,5,1,1,30,1,2,3,2,2,2,2,2,1
2174,4,1,2,69,1,2,3,2,2,2,2,2,1
2175,1,1,1,30,1,2,3,2,2,2,2,2,1
2176,1,3,1,34,1,2,3,2,2,2,2,2,2
2177,2,1,1,19,1,2,3,2,2,2,2,2,1
2178,1,1,1,35,1,2,3,2,2,2,2,2,2
2179,2,1,1,62,1,2,3,2,2,2,2,2,1
2180,1,1,1,19,1,2,3,2,2,2,2,2,2
2181,1,3,1,19,1,2,3,2,2,2,2,2,2
2182,2,1,1,19,1,2,3,2,2,2,2,2,1
2183,1,1,1,19,1,2,3,2,2,2,2,2,1
2184,3,3,1,36,1,2,3,2,2,2,2,2,1
2185,1,3,1,26,1,2,3,2,2,2,2,2,1
2186,2,3,1,19,1,2,3,2,2,2,2,2,1
2187,5,3,1,19,1,2,3,2,2,2,2,2,1
2188,5,3,1,19,1,2,3,2,2,2,2,2,2
2189,4,3,2,19,1,2,3,2,2,2,2,2,1
2190,2,1,1,19,1,2,3,2,2,2,2,2,2
2191,1,1,1,36,1,2,3,2,2,2,1,1,1
2192,1,3,1,50,1,2,3,1,1,1,1,1,1
2193,1,1,1,21,1,2,3,2,2,2,2,1,1
2194,2,1,1,28,1,2,3,1,2,1,2,1,2
2195,2,1,1,55,1,2,3,1,1,1,1,1,1
2196,2,1,1,59,1,2,3,1,2,1,1,1,1
2197,1,1,1,61,1,2,3,1,1,1,2,1,1
2198,1,1,1,65,1,2,3,2,2,2,2,2,2
2199,1,1,1,61,1,2,3,1,2,1,1,1,1
2200,1,1,1,55,1,2,3,1,2,1,1,1,1
2201,2,1,1,45,1,2,3,1,2,1,1,1,1
2202,1,3,1,53,1,2,3,1,1,1,1,1,1
2203,1,1,1,46,1,2,3,1,2,2,2,1,2
2204,2,1,1,40,1,2,3,1,2,1,2,1,2
2205,1,3,1,40,1,2,3,1,2,1,2,1,1
2206,1,1,1,47,1,2,3,1,1,1,1,1,1
2207,1,1,1,60,1,2,3,1,2,1,1,1,1
2208,1,1,1,41,1,2,3,1,2,1,2,1,1
2209,2,1,1,51,1,2,3,1,1,1,1,1,1
2210,2,1,1,41,1,2,3,1,1,1,1,1,1
2211,5,1,1,66,1,2,3,1,2,1,2,1,1
2212,1,1,1,53,1,2,3,1,2,1,1,1,2
2213,1,1,1,53,1,2,3,1,2,1,1,1,1
2214,1,1,1,51,1,2,3,1,2,1,1,1,2
2215,1,3,1,44,1,2,3,1,2,1,2,1,1
2216,1,3,1,61,1,2,3,1,2,1,1,1,1
2217,1,3,1,57,1,2,3,1,2,1,1,1,1
2218,1,1,1,51,1,2,3,1,2,1,1,1,2
2219,1,1,1,76,1,2,3,2,2,2,2,2,2
2220,2,1,1,48,1,2,3,1,1,1,1,1,1
2221,5,1,1,64,1,2,3,1,2,1,2,1,1
2222,1,1,1,56,1,2,3,1,1,1,1,1,1
2223,1,1,1,59,1,2,3,1,2,2,1,1,1
2224,4,1,1,58,1,2,3,1,2,1,1,1,1
2225,1,1,1,67,1,2,3,1,1,1,1,1,1
2226,5,3,1,65,1,2,3,1,2,1,1,1,1
2227,1,1,1,64,1,2,3,1,1,1,2,1,1
2228,1,1,1,59,1,2,3,1,1,1,2,1,2
2229,1,1,1,51,1,2,3,1,2,1,1,1,1
2230,2,1,1,50,1,2,3,1,1,1,2,1,2
2231,1,3,1,65,1,2,3,2,2,1,1,1,1
2232,4,1,1,64,1,2,3,1,2,1,1,1,1
2233,1,1,1,50,1,2,3,1,2,1,1,1,1
2234,2,1,1,55,1,2,3,1,2,1,1,1,1
2235,1,1,1,49,1,2,3,1,2,1,1,1,1
2236,1,3,1,69,1,2,3,1,2,1,1,1,1
2237,1,1,1,80,1,2,3,1,1,1,1,1,1
2238,1,1,1,73,1,2,3,1,2,1,1,1,1
2239,1,1,1,63,1,2,3,1,2,1,2,1,2
2240,1,1,1,70,1,2,3,1,2,1,2,1,1
2241,1,1,1,67,1,2,3,1,2,1,2,1,2
2242,1,1,1,84,1,2,3,1,2,1,1,1,2
2243,1,1,1,79,1,2,3,1,1,1,2,1,1
2244,1,3,1,59,1,2,3,1,2,1,1,1,1
2245,1,1,1,53,1,2,3,1,2,1,1,1,1
2246,1,1,1,81,1,2,3,1,1,1,1,1,1
2247,1,1,1,79,1,2,3,1,2,1,2,1,1
2248,1,1,1,92,1,2,3,1,2,1,1,1,1
2249,1,1,1,86,1,2,3,1,1,1,2,1,2
2250,1,1,1,83,1,2,3,1,1,1,2,1,1
2251,1,1,1,90,1,2,3,1,1,1,1,1,2
2252,1,1,1,73,1,2,3,1,2,1,2,1,1
2253,1,1,1,70,1,2,3,1,2,1,2,1,1
2254,1,1,1,85,1,2,3,1,1,1,2,1,2
2255,2,1,1,77,1,2,3,1,1,1,1,2,2
2256,1,1,1,79,1,2,3,1,1,1,2,1,2
2257,1,1,1,73,1,2,3,1,1,1,1,1,1
2258,1,1,1,64,1,2,3,1,1,2,2,1,2
2259,1,1,1,45,1,2,3,1,1,1,2,1,1
2260,1,1,1,61,1,2,3,1,2,1,1,1,1
2261,2,1,1,45,1,2,3,1,1,1,2,1,2
2262,1,1,1,79,1,2,3,1,2,1,2,1,2
2263,1,3,1,46,1,2,3,1,2,1,1,1,2
2264,1,1,1,64,1,2,3,1,2,1,1,1,1
2265,1,3,1,55,1,2,3,1,2,1,1,1,1
2266,2,1,1,63,1,2,3,1,1,1,1,1,2
2267,1,1,1,61,1,2,3,1,2,1,1,1,1
2268,1,3,1,42,1,2,3,2,2,1,1,1,1
2269,1,1,1,55,1,2,3,1,2,1,1,1,1
2270,1,1,1,61,1,2,3,1,2,1,1,1,1
2271,1,1,1,51,1,2,3,1,2,1,1,1,1
2272,1,3,1,61,1,2,3,1,1,1,2,1,1
2273,1,1,1,62,1,2,3,1,2,1,1,1,1
2274,1,1,1,47,1,2,3,1,2,1,2,1,1
2275,1,1,1,45,1,2,3,1,1,1,1,1,1
2276,1,3,1,58,1,2,3,1,2,1,1,1,1
2277,1,3,1,51,1,2,3,1,2,1,1,1,1
2278,1,1,1,48,1,2,3,1,1,1,2,1,1
2279,1,3,1,57,1,2,3,1,2,1,1,1,1
2280,1,3,1,52,1,2,3,1,2,2,2,1,2
2281,1,1,1,71,1,2,3,1,2,1,1,1,1
2282,2,1,1,41,1,2,3,1,1,1,1,2,2
2283,1,1,1,55,1,2,3,1,1,1,2,1,1
2284,1,1,1,56,1,2,3,1,2,1,1,1,1
2285,1,3,1,56,1,2,3,1,2,1,1,1,1
2286,2,1,1,39,1,2,3,1,1,1,1,1,1
2287,2,1,1,42,1,2,3,1,1,1,2,1,1
2288,1,1,1,43,1,2,3,1,2,1,2,1,1
2289,2,1,1,61,1,2,3,1,1,1,1,1,1
2290,1,1,1,61,1,2,3,1,2,1,2,1,2
2291,5,1,1,71,1,2,3,1,1,2,2,1,2
2292,1,1,1,56,1,2,3,1,1,1,2,2,1
2293,1,1,1,53,1,2,3,1,2,1,1,1,1
2294,1,3,1,50,1,2,3,1,2,1,1,1,1
2295,2,1,1,57,1,2,3,1,1,1,2,1,1
2296,1,1,1,63,1,2,3,1,1,2,2,1,2
2297,1,1,1,77,1,2,3,1,2,1,2,1,1
2298,1,1,2,57,1,2,3,1,2,1,1,1,1
2299,1,1,1,56,1,2,3,1,1,1,2,1,1
2300,1,3,1,54,1,2,3,1,2,1,1,1,2
2301,1,1,1,64,1,2,3,1,1,1,1,1,1
2302,2,1,1,75,1,2,3,2,2,1,1,1,2
2303,1,1,1,50,1,2,3,1,2,1,1,1,2
2304,1,1,1,62,1,2,3,1,2,1,1,1,1
2305,1,1,1,42,1,2,3,1,1,1,2,1,1
2306,1,1,1,54,1,2,3,1,2,1,1,1,1
2307,1,3,1,54,1,2,3,1,2,1,1,1,1
2308,1,1,1,78,1,2,3,1,2,1,1,1,2
2309,1,1,1,49,1,2,3,1,2,1,1,1,1
2310,1,3,1,41,1,2,3,1,2,1,2,1,1
2311,1,1,1,52,1,2,3,1,2,1,1,1,1
2312,1,1,1,56,1,2,3,1,1,1,2,1,1
2313,4,1,1,46,1,2,3,1,2,1,1,1,1
2314,1,3,1,57,1,2,3,1,2,1,1,1,1
2315,1,1,1,43,1,2,3,1,1,1,2,1,1
2316,1,1,1,53,1,2,3,1,1,1,1,2,1
2317,1,1,1,55,1,2,3,1,2,1,1,1,1
2318,1,1,1,35,1,2,3,1,1,1,1,1,1
2319,1,3,1,51,1,2,3,1,1,1,2,1,1
2320,1,3,1,41,1,2,3,1,2,1,2,1,1
2321,2,1,1,43,1,2,3,1,2,1,1,1,1
2322,1,3,1,57,1,2,3,1,1,1,2,1,1
2323,1,1,1,58,1,2,3,1,2,1,1,1,2
2324,2,1,1,34,1,2,3,1,1,1,1,1,1
2325,1,1,1,36,1,2,3,2,1,1,2,1,1
2326,2,1,1,46,1,2,3,1,1,1,1,1,1
2327,2,1,1,48,1,2,3,1,1,1,1,1,1
2328,4,3,1,58,1,2,3,1,1,1,2,1,1
2329,1,3,1,34,1,2,3,2,2,1,1,1,1
2330,1,1,1,65,1,2,3,2,2,2,2,2,2
2331,1,1,1,65,1,2,3,2,2,1,1,1,1
2332,4,3,2,34,1,2,3,1,1,1,1,1,1
2333,1,3,1,65,1,2,3,1,2,2,1,1,1
2334,1,1,1,53,1,2,3,1,2,1,1,1,1
2335,1,1,1,49,1,2,3,1,2,1,2,1,1
2336,1,3,1,61,1,2,3,1,2,1,1,1,1
2337,1,1,1,34,1,2,3,1,1,2,2,1,1
2338,1,1,1,48,1,2,3,1,2,1,1,1,1
2339,1,1,1,53,1,2,3,1,2,1,1,1,1
2340,1,3,1,49,1,2,3,1,1,1,2,1,1
2341,1,1,1,60,1,2,3,1,1,1,1,1,1
2342,4,1,1,32,1,2,3,1,1,1,1,1,1
2343,2,1,1,55,1,2,3,1,2,1,1,1,2
2344,1,1,1,41,1,2,3,1,2,1,1,1,2
2345,1,1,1,32,1,2,3,1,2,1,1,1,1
2346,2,3,1,68,1,2,3,1,1,1,2,1,1
2347,5,3,1,58,1,2,3,1,2,1,1,1,1
2348,1,3,1,39,1,2,3,2,2,1,1,1,2
2349,1,1,1,82,1,2,3,1,2,1,1,1,1
2350,1,1,1,47,1,2,3,1,1,1,2,1,2
2351,1,1,1,45,1,2,3,1,2,1,2,1,1
2352,1,1,1,65,1,2,3,1,1,2,2,1,1
2353,1,3,1,41,1,2,3,1,2,1,1,1,1
2354,1,1,1,71,1,2,3,1,2,1,1,1,1
2355,1,1,1,91,1,2,3,1,1,2,1,1,1
2356,2,1,1,30,1,2,3,1,1,1,1,1,2
2357,1,1,1,47,1,2,3,1,2,2,2,1,2
2358,1,3,1,30,1,2,3,1,2,1,2,1,1
2359,2,1,1,30,1,2,3,1,2,1,2,1,1
2360,1,3,1,36,1,2,3,1,1,1,2,1,1
2361,1,3,1,35,1,2,3,1,1,1,2,1,1
2362,5,1,1,33,1,2,3,1,2,1,2,1,1
2363,1,3,1,36,1,2,3,1,2,1,2,1,1
2364,1,1,1,60,1,2,3,1,2,1,2,1,1
2365,1,1,1,59,1,2,3,1,2,1,1,1,1
2366,1,1,1,58,1,2,3,1,2,1,1,1,2
2367,1,1,1,37,1,2,3,1,2,1,1,1,1
2368,5,1,1,39,1,2,3,1,1,1,1,1,1
2369,1,3,1,47,1,2,3,1,1,1,2,1,1
2370,3,1,1,41,1,2,3,1,2,1,1,1,1
2371,2,1,1,38,1,2,3,1,1,1,1,1,1
2372,1,3,1,33,1,2,3,1,1,1,2,1,2
2373,1,3,1,46,1,2,3,1,2,1,1,1,1
2374,1,1,1,45,1,2,3,1,1,1,2,1,1
2375,1,3,1,68,1,2,3,1,1,1,2,1,1
2376,1,3,1,29,1,2,3,1,2,1,1,1,1
2377,1,3,1,42,1,2,3,1,2,1,1,1,1
2378,1,3,1,35,1,2,3,1,2,1,1,1,1
2379,1,1,1,49,1,2,3,1,2,1,1,1,1
2380,1,1,1,46,1,2,3,1,2,1,1,1,1
2381,1,1,1,62,1,2,3,1,1,1,1,1,1
2382,5,1,1,40,1,2,3,1,1,1,2,1,1
2383,1,3,1,48,1,2,3,1,2,2,1,1,1
2384,2,1,1,70,1,2,3,1,1,1,2,1,2
2385,1,1,1,81,1,2,3,1,2,2,2,1,1
2386,1,3,1,36,1,2,3,2,2,1,1,1,1
2387,1,1,1,39,1,2,3,1,1,1,2,1,1
2388,1,1,1,35,1,2,3,1,2,1,1,1,1
2389,4,1,1,46,1,2,3,1,2,1,2,1,2
2390,1,1,1,34,1,2,3,1,2,1,1,1,1
2391,1,1,1,30,1,2,3,1,1,1,1,1,2
2392,2,1,1,50,1,2,3,1,2,1,1,1,1
2393,2,1,1,64,1,2,3,1,2,1,2,1,1
2394,1,1,1,29,1,2,3,1,1,1,1,1,1
2395,1,1,1,37,1,2,3,1,2,1,2,1,1
2396,1,1,1,33,1,2,3,1,1,1,1,1,1
2397,2,1,1,38,1,2,3,2,2,1,1,1,2
2398,1,1,1,56,1,2,3,1,2,1,2,1,1
2399,2,1,1,60,1,2,3,1,1,1,1,1,2
2400,2,1,2,45,1,2,3,1,1,1,2,1,1
2401,3,1,1,47,1,2,3,1,1,1,2,1,2
2402,1,1,1,56,1,2,3,1,1,1,2,1,1
2403,2,1,1,47,1,2,3,1,1,1,1,1,1
2404,2,1,1,42,1,2,3,1,1,1,2,1,1
2405,1,1,1,86,1,2,3,1,2,1,1,1,1
2406,1,1,1,54,1,2,3,2,1,1,2,1,1
2407,1,1,1,45,1,2,3,1,2,1,1,1,1
2408,1,3,1,35,1,2,3,2,2,1,2,1,1
2409,2,1,1,55,1,2,3,1,1,1,1,1,1
2410,1,1,1,41,1,2,3,2,2,1,1,1,1
2411,1,3,1,63,1,2,3,2,2,1,1,1,1
2412,1,3,1,44,1,2,3,2,2,1,1,1,1
2413,1,1,1,65,1,2,3,2,2,1,1,1,1
2414,1,1,1,75,1,2,3,2,2,1,1,1,1
2415,1,1,1,34,1,2,3,1,2,1,2,1,1
2416,1,3,1,42,1,2,3,1,1,1,2,1,2
2417,4,1,2,30,1,2,3,1,1,1,1,1,1
2418,4,1,2,68,1,2,3,2,2,1,1,1,1
2419,1,1,1,38,1,2,3,1,2,1,1,1,1
2420,1,1,1,44,1,2,3,2,2,1,1,1,1
2421,6,3,1,43,1,2,3,1,2,1,1,1,2
2422,1,1,1,54,1,2,3,2,2,1,2,1,1
2423,1,3,1,46,1,2,3,2,2,1,1,1,1
2424,2,3,1,25,1,2,3,2,2,1,1,1,2
2425,1,1,1,69,1,2,3,2,2,1,1,1,1
2426,1,1,1,67,1,2,3,2,2,2,2,2,2
2427,2,1,1,40,1,2,3,2,2,1,1,1,1
2428,1,3,1,36,1,2,3,1,2,1,1,1,1
2429,1,3,1,61,1,2,3,2,2,2,2,2,2
2430,1,1,1,32,1,2,3,1,2,1,1,1,1
2431,2,1,1,26,1,2,3,2,2,1,1,1,1
2432,2,1,1,24,1,2,3,2,2,1,1,1,1
2433,2,1,1,24,1,2,3,2,2,1,1,1,2
2434,1,3,1,59,1,2,3,2,2,1,2,1,1
2435,1,1,1,56,1,2,3,2,2,1,1,1,1
2436,1,1,1,32,1,2,3,1,2,1,2,1,1
2437,4,3,1,65,1,2,3,2,2,1,2,1,1
2438,1,1,1,60,1,2,3,2,2,1,2,1,2
2439,1,1,1,34,1,2,3,2,2,1,2,1,1
2440,2,1,1,37,1,2,3,2,2,1,1,1,1
2441,1,3,1,37,1,2,3,2,2,1,1,1,1
2442,1,3,1,39,1,2,3,1,2,1,2,1,1
2443,1,3,1,63,1,2,3,2,2,1,2,1,2
2444,2,3,1,53,1,2,3,1,1,1,1,1,1
2445,1,3,1,39,1,2,3,2,2,1,1,1,1
2446,2,1,1,27,1,2,3,2,2,1,1,2,2
2447,1,3,1,38,1,2,3,2,2,1,2,1,1
2448,1,1,1,28,1,2,3,1,2,1,2,1,1
2449,1,3,1,45,1,2,3,2,2,1,2,1,1
2450,3,1,1,63,1,2,3,2,2,1,1,1,1
2451,4,1,1,70,1,2,3,1,2,1,1,1,2
2452,1,3,1,62,1,2,3,2,2,1,2,1,2
2453,3,3,1,33,1,2,3,2,2,1,1,1,1
2454,2,1,1,50,1,2,3,1,2,1,1,1,2
2455,4,1,1,50,1,2,3,2,2,1,1,1,2
2456,1,3,1,39,1,2,3,1,2,1,1,1,1
2457,1,1,1,72,1,2,3,2,2,2,2,1,2
2458,2,1,1,65,1,2,3,2,2,2,1,1,1
2459,1,3,1,44,1,2,3,2,2,2,1,1,1
2460,1,3,1,61,1,2,3,2,2,1,1,1,2
2461,1,3,1,36,1,2,3,2,2,2,1,1,1
2462,1,3,1,33,1,2,3,1,2,1,1,1,1
2463,2,1,1,40,1,2,3,1,2,1,1,1,1
2464,6,1,1,55,1,2,3,1,2,1,1,1,1
2465,1,1,1,55,1,2,3,2,2,2,2,1,2
2466,1,3,1,45,1,2,3,2,2,2,1,1,1
2467,2,3,1,38,1,2,3,2,2,2,1,1,1
2468,1,1,1,47,1,2,3,2,1,2,1,1,1
2469,1,1,1,40,1,2,3,2,2,2,1,1,1
2470,2,3,1,33,1,2,3,2,2,2,1,1,1
2471,1,1,1,23,1,2,3,2,2,2,1,1,1
2472,4,1,1,58,1,2,3,1,2,2,1,1,1
2473,1,3,1,44,1,2,3,1,1,2,1,1,1
2474,1,1,1,56,1,2,3,1,1,2,1,1,1
2475,7,1,1,45,1,2,3,2,2,2,1,1,1
2476,3,3,1,39,1,2,3,2,2,2,2,1,1
2477,3,1,1,55,1,2,3,2,2,2,1,1,1
2478,2,1,2,31,1,2,3,1,2,1,1,1,1
2479,1,1,1,46,1,2,3,2,2,2,2,1,1
2480,1,1,1,55,1,2,3,2,2,2,2,2,2
2481,1,1,1,45,1,2,3,2,2,2,2,1,1
2482,1,1,1,34,1,2,3,1,2,1,1,1,1
2483,2,1,1,22,1,2,3,2,2,2,1,1,1
2484,1,3,1,26,1,2,3,2,2,2,1,1,1
2485,1,3,1,34,1,2,3,1,2,1,1,1,1
2486,1,3,1,43,1,2,3,2,2,2,2,1,1
2487,1,1,1,39,1,2,3,1,2,1,1,1,1
2488,1,1,1,36,1,2,3,2,2,2,2,1,1
2489,1,1,1,22,1,2,3,2,2,2,2,1,1
2490,3,1,1,34,1,2,3,2,2,2,2,1,1
2491,1,1,1,70,1,2,3,2,2,2,2,1,1
2492,1,3,1,35,1,2,3,1,2,1,1,1,1
2493,2,3,1,50,1,2,3,2,2,2,2,1,2
2494,2,1,1,49,1,2,3,2,2,2,2,1,2
2495,3,1,1,21,1,2,3,2,2,2,2,1,1
2496,1,3,1,40,1,2,3,2,2,2,2,1,1
2497,1,3,1,34,1,2,3,2,2,2,2,1,2
2498,1,1,1,64,1,2,3,1,2,2,2,1,2
2499,1,1,1,52,1,2,3,2,2,1,2,1,1
2500,1,1,1,29,1,2,3,2,2,2,2,2,2
2501,1,1,1,64,1,2,3,2,2,2,2,1,1
2502,3,1,1,35,1,2,3,1,2,1,2,1,2
2503,3,1,1,35,1,2,3,2,2,2,2,1,1
2504,2,3,1,20,1,2,3,2,2,2,2,1,1
2505,1,1,1,20,1,2,3,2,2,2,2,1,1
2506,1,1,1,20,1,2,3,2,2,2,2,1,1
2507,4,3,1,20,1,2,3,2,2,2,2,1,1
2508,4,1,1,37,1,2,3,2,2,2,2,1,2
2509,4,1,1,27,1,2,3,2,2,2,2,2,2
2510,1,1,1,42,1,2,3,2,2,2,2,2,2
2511,1,1,1,35,1,2,3,2,2,2,2,1,1
2512,1,1,1,57,1,2,3,1,1,1,2,1,2
2513,1,3,1,33,1,2,3,1,2,1,1,1,1
2514,2,1,2,40,1,2,3,1,2,1,1,1,1
2515,1,1,1,60,1,2,3,2,2,2,2,1,1
2516,1,1,1,54,1,2,3,2,2,2,2,1,2
2517,1,1,1,33,1,2,3,1,1,1,2,1,1
2518,4,3,2,49,1,2,3,2,2,2,2,1,1
2519,2,3,1,23,1,2,3,2,2,2,2,2,2
2520,2,1,1,54,1,2,3,1,2,2,2,1,1
2521,1,1,1,82,1,2,3,2,2,2,2,1,2
2522,1,3,1,66,1,2,3,2,2,2,2,1,1
2523,1,1,1,28,1,2,3,2,2,2,2,1,2
2524,1,1,1,35,1,2,3,2,2,2,2,1,1
2525,1,1,2,63,1,2,3,2,2,2,2,2,2
2526,2,1,1,20,1,2,3,2,2,2,2,2,2
2527,1,3,1,32,1,2,3,2,2,2,2,1,1
2528,1,3,1,25,1,2,3,2,2,1,1,1,1
2529,1,1,1,25,1,2,3,2,2,1,1,1,2
2530,2,1,1,25,1,2,3,2,2,1,1,1,2
2531,3,3,1,26,1,2,3,2,2,1,1,1,1
2532,4,1,2,59,1,2,3,2,2,2,2,1,2
2533,1,1,1,26,1,2,3,2,2,1,1,1,2
2534,3,3,1,21,1,2,3,2,2,2,2,2,1
2535,2,3,1,56,1,2,3,2,2,2,2,1,1
2536,1,1,1,37,1,2,3,1,2,1,1,1,1
2537,1,1,1,55,1,2,3,2,2,2,2,1,2
2538,2,1,1,48,1,2,3,1,2,1,1,1,2
2539,1,1,1,38,1,2,3,2,2,2,2,2,2
2540,1,3,1,20,1,2,3,2,2,2,2,2,2
2541,2,1,1,29,1,2,3,2,2,2,2,2,2
2542,2,1,1,49,1,2,3,2,2,2,2,2,2
2543,2,3,1,20,1,2,3,2,2,2,2,2,2
2544,2,1,1,27,1,2,3,2,2,2,2,2,2
2545,5,3,1,38,1,2,3,2,2,2,2,2,2
2546,4,3,2,19,1,2,3,2,2,2,2,2,1
2547,3,3,1,36,1,2,3,2,2,2,2,2,1
2548,1,1,1,40,1,2,3,2,2,2,2,2,1
2549,3,1,1,52,1,2,3,2,2,2,2,2,2
2550,2,1,1,54,1,2,3,1,2,2,2,2,1
2551,2,3,1,19,1,2,3,2,2,2,2,2,2
2552,1,3,1,19,1,2,3,2,2,2,2,2,2
2553,6,3,1,39,1,2,3,2,2,2,2,2,1
2554,1,3,1,47,1,2,3,2,2,2,2,1,2
2555,1,3,1,36,1,2,3,1,2,1,1,1,1
2556,2,1,1,33,1,2,3,1,1,1,2,1,1
2557,2,3,1,23,1,2,3,2,2,2,2,1,1
2558,1,3,2,34,1,2,3,1,2,1,1,1,1
2559,4,1,1,55,1,2,3,2,2,2,2,2,1
2560,1,1,1,60,1,2,3,1,2,1,2,1,1
2561,1,3,1,49,1,2,3,1,1,1,2,1,2
2562,1,3,1,48,1,2,3,1,1,1,2,1,1
2563,1,1,1,59,1,2,3,1,2,1,2,1,1
2564,1,1,1,59,1,2,3,1,2,1,1,1,2
2565,1,3,1,55,1,2,3,1,2,1,1,1,1
2566,1,1,1,58,1,2,3,1,2,1,1,1,2
2567,1,1,1,42,1,2,3,1,1,1,1,1,1
2568,1,1,1,67,1,2,3,1,2,1,1,1,1
2569,2,1,1,43,1,2,3,1,1,1,1,1,1
2570,1,1,1,71,1,2,3,1,1,1,1,1,1
2571,1,1,1,49,1,2,3,1,2,1,2,1,2
2572,1,3,1,51,1,2,3,1,2,1,1,1,1
2573,2,3,1,42,1,2,3,1,1,1,1,1,1
2574,1,1,1,63,1,2,3,1,2,1,2,1,2
2575,2,1,1,53,1,2,3,1,2,1,2,1,1
2576,1,1,1,59,1,2,3,1,2,1,2,1,2
2577,1,1,1,66,1,2,3,1,2,1,1,1,1
2578,1,1,1,62,1,2,3,1,2,1,1,1,2
2579,1,1,1,52,1,2,3,1,2,1,2,1,1
2580,1,3,1,62,1,2,3,1,2,1,1,1,1
2581,1,1,1,81,1,2,3,1,1,1,2,1,1
2582,1,3,1,72,1,2,3,1,2,1,1,1,1
2583,2,1,1,56,1,2,3,1,1,1,1,1,1
2584,1,3,1,68,1,2,3,1,1,1,1,1,1
2585,1,1,1,78,1,2,3,1,2,1,1,1,1
2586,1,1,1,53,1,2,3,1,2,1,2,1,1
2587,1,1,1,39,1,2,3,2,2,2,1,1,1
2588,1,3,1,46,1,2,3,1,2,1,1,1,1
2589,1,3,1,46,1,2,3,1,2,1,2,1,1
2590,1,1,1,40,1,2,3,1,2,2,2,1,2
2591,1,1,1,67,1,2,3,1,2,1,1,1,2
2592,5,1,1,62,1,2,3,1,2,1,1,1,1
2593,6,1,1,63,1,2,3,1,2,1,2,1,1
2594,1,3,1,55,1,2,3,1,2,1,2,1,1
2595,2,1,1,50,1,2,3,1,1,1,2,1,1
2596,1,1,1,52,1,2,3,1,2,1,2,1,1
2597,1,1,1,82,1,2,3,1,1,1,2,1,1
2598,1,1,1,59,1,2,3,1,1,1,2,1,2
2599,1,1,1,53,1,2,3,1,1,1,1,1,1
2600,2,1,1,54,1,2,3,1,1,1,1,1,1
2601,1,1,1,56,1,2,3,1,2,1,2,1,1
2602,1,1,1,55,1,2,3,1,2,1,2,1,1
2603,1,1,1,74,1,2,3,1,2,1,1,1,1
2604,1,3,1,70,1,2,3,1,2,1,1,1,2
2605,1,3,1,58,1,2,3,1,2,1,1,1,2
2606,1,3,1,61,1,2,3,1,2,1,1,1,1
2607,1,1,1,64,1,2,3,1,2,1,1,1,1
2608,4,1,1,54,1,2,3,1,1,1,1,1,1
2609,1,3,1,58,1,2,3,1,2,1,1,1,1
2610,1,1,1,47,1,2,3,1,2,1,1,1,1
2611,2,3,1,43,1,2,3,1,1,1,2,1,1
2612,5,1,1,53,1,2,3,1,2,1,1,1,1
2613,2,1,1,43,1,2,3,1,2,1,1,1,1
2614,1,3,1,48,1,2,3,1,1,1,2,1,2
2615,1,3,1,43,1,2,3,1,1,1,2,1,2
2616,1,1,1,41,1,2,3,1,2,1,2,1,2
2617,1,1,1,51,1,2,3,1,2,2,1,1,2
2618,1,3,1,47,1,2,3,1,2,1,2,1,1
2619,1,1,1,36,1,2,3,1,1,1,2,1,1
2620,1,3,1,49,1,2,3,1,2,1,2,1,1
2621,1,1,1,52,1,2,3,1,2,1,1,1,1
2622,4,1,1,47,1,2,3,1,2,1,1,1,1
2623,5,1,1,37,1,2,3,1,1,1,1,1,1
2624,1,1,1,46,1,2,3,1,2,1,2,1,1
2625,1,1,1,58,1,2,3,1,2,1,1,1,1
2626,1,3,1,58,1,2,3,1,2,1,1,1,1
2627,1,3,1,38,1,2,3,1,2,1,1,1,1
2628,1,3,1,46,1,2,3,1,2,1,2,1,2
2629,1,3,1,44,1,2,3,1,1,1,2,1,2
2630,1,1,1,44,1,2,3,1,2,1,1,1,1
2631,1,1,1,45,1,2,3,1,1,1,2,1,1
2632,1,1,1,82,1,2,3,2,1,1,1,1,1
2633,1,1,1,73,1,2,3,1,2,2,1,1,2
2634,2,1,1,47,1,2,3,1,2,1,1,1,1
2635,1,1,1,68,1,2,3,1,2,1,1,1,1
2636,1,3,1,44,1,2,3,1,2,1,1,1,1
2637,1,3,1,60,1,2,3,1,2,1,2,1,1
2638,1,1,1,45,1,2,3,1,2,1,2,1,1
2639,1,1,1,33,1,2,3,1,2,1,2,1,2
2640,1,3,1,33,1,2,3,1,2,1,1,1,1
2641,1,3,1,40,1,2,3,2,2,1,2,1,2
2642,1,1,1,65,1,2,3,1,2,1,1,1,1
2643,5,1,1,56,1,2,3,1,2,1,1,1,1
2644,1,1,1,55,1,2,3,1,2,1,1,1,1
2645,1,3,1,34,1,2,3,1,2,2,2,1,2
2646,2,1,1,60,1,2,3,1,1,1,2,2,2
2647,1,3,1,69,1,2,3,1,1,1,1,2,2
2648,1,1,1,59,1,2,3,1,2,1,1,1,1
2649,1,1,1,32,1,2,3,1,2,1,1,1,2
